○ 통계표명 :,전국 및 시도별 치매유병현황,,,,,,
○ 수록기간 :,년 2015 ~ 2065,,,,,,
○ 출처1 :,치매유병현황: 중앙치매센터,,,,,,
○ 출처2 :,"노인인구수: 통계청(주민인구연앙인구, 2015-2018)
통계청(장래인구추계, 2019-2065)",,,,,,
○ 자료다운일자 :,2019-12-02 14:32,,,,,,
○ 통계표URL :,https://www.nid.or.kr/info/ub_2019.aspx?no=43406,,,,,,
2016,울산광역시,동구,전체,75~79세,"2,143",255,11.91%
2016,울산광역시,동구,전체,80~84세,"1,242",268,21.61%
2016,울산광역시,동구,전체,85세이상,923,335,36.29%
2016,울산광역시,동구,전체,60세이상,"23,883","1,145",4.79%
2016,울산광역시,동구,전체,65세이상,"13,716","1,079",7.87%
2016,울산광역시,북구,전체,65~69세,"4,536",63,1.40%
2016,울산광역시,북구,전체,70~74세,"3,202",124,3.86%
2016,울산광역시,북구,전체,75~79세,"2,319",280,12.08%
2016,울산광역시,북구,전체,80~84세,"1,490",320,21.45%
2016,울산광역시,북구,전체,85세이상,981,363,37.05%
2016,울산광역시,북구,전체,60세이상,"19,896","1,198",6.02%
2016,울산광역시,북구,전체,65세이상,"12,527","1,150",9.18%
2016,울산광역시,울주군,전체,65~69세,"8,303",118,1.42%
2016,울산광역시,울주군,전체,70~74세,"6,363",244,3.83%
2016,울산광역시,울주군,전체,75~79세,"5,139",617,12.01%
2016,울산광역시,울주군,전체,80~84세,"3,316",706,21.28%
2016,울산광역시,울주군,전체,85세이상,"2,199",824,37.46%
2016,울산광역시,울주군,전체,60세이상,"37,558","2,585",6.88%
2016,울산광역시,울주군,전체,65세이상,"25,320","2,508",9.90%
2016,세종특별자치시,세종특별자치시,전체,65~69세,"6,991",97,1.39%
2016,세종특별자치시,세종특별자치시,전체,70~74세,"5,655",216,3.82%
2016,세종특별자치시,세종특별자치시,전체,75~79세,"4,842",577,11.92%
2016,세종특별자치시,세종특별자치시,전체,80~84세,"3,319",702,21.15%
2016,세종특별자치시,세종특별자치시,전체,85세이상,"2,267",864,38.12%
2016,세종특별자치시,세종특별자치시,전체,60세이상,"32,823","2,517",7.67%
2016,세종특별자치시,세종특별자치시,전체,65세이상,"23,073","2,457",10.65%
2016,경기도,경기도,전체,65~69세,"432,030","5,999",1.39%
2016,경기도,경기도,전체,70~74세,"350,237","13,445",3.84%
2016,경기도,경기도,전체,75~79세,"272,050","32,294",11.87%
2016,경기도,경기도,전체,80~84세,"165,228","34,779",21.05%
2016,경기도,경기도,전체,85세이상,"108,475","41,833",38.57%
2016,경기도,경기도,전체,60세이상,"1,950,891","132,203",6.78%
2016,경기도,경기도,전체,65세이상,"1,328,018","128,352",9.66%
2016,경기도,수원시,전체,65~69세,"33,838",470,1.39%
2016,경기도,수원시,전체,70~74세,"26,347","1,009",3.83%
2016,경기도,수원시,전체,75~79세,"19,751","2,358",11.94%
2016,경기도,수원시,전체,80~84세,"12,205","2,584",21.17%
2016,경기도,수원시,전체,85세이상,"8,470","3,232",38.16%
2016,경기도,수원시,전체,60세이상,"150,984","9,962",6.60%
2016,경기도,수원시,전체,65세이상,"100,610","9,654",9.60%
2016,경기도,장안구,전체,65~69세,"9,301",129,1.38%
2016,경기도,장안구,전체,70~74세,"7,651",292,3.82%
2016,경기도,장안구,전체,75~79세,"5,918",705,11.91%
2016,경기도,장안구,전체,80~84세,"3,731",790,21.16%
2016,경기도,장안구,전체,85세이상,"2,659","1,024",38.49%
2016,경기도,장안구,전체,60세이상,"42,649","3,021",7.08%
2016,경기도,장안구,전체,65세이상,"29,260","2,939",10.04%
2016,경기도,권선구,전체,65~69세,"10,405",145,1.40%
2016,경기도,권선구,전체,70~74세,"7,680",296,3.85%
2016,경기도,권선구,전체,75~79세,"5,738",686,11.96%
2016,경기도,권선구,전체,80~84세,"3,530",747,21.16%
2016,경기도,권선구,전체,85세이상,"2,403",913,38.02%
2016,경기도,권선구,전체,60세이상,"45,761","2,887",6.31%
2016,경기도,권선구,전체,65세이상,"29,754","2,788",9.37%
2016,경기도,팔달구,전체,65~69세,"7,913",109,1.38%
2016,경기도,팔달구,전체,70~74세,"6,281",241,3.84%
2016,경기도,팔달구,전체,75~79세,"4,517",536,11.87%
2016,경기도,팔달구,전체,80~84세,"2,621",553,21.11%
2016,경기도,팔달구,전체,85세이상,"1,748",666,38.14%
2016,경기도,팔달구,전체,60세이상,"34,294","2,174",6.34%
2016,경기도,팔달구,전체,65세이상,"23,078","2,106",9.13%
2016,경기도,영통구,전체,65~69세,"6,220",86,1.39%
2016,경기도,영통구,전체,70~74세,"4,736",180,3.80%
2016,경기도,영통구,전체,75~79세,"3,579",431,12.04%
2016,경기도,영통구,전체,80~84세,"2,324",494,21.28%
2016,경기도,영통구,전체,85세이상,"1,661",629,37.88%
2016,경기도,영통구,전체,60세이상,"28,282","1,881",6.65%
2016,경기도,영통구,전체,65세이상,"18,519","1,821",9.83%
2016,경기도,성남시,전체,65~69세,"36,221",502,1.39%
2016,경기도,성남시,전체,70~74세,"28,011","1,078",3.85%
2016,경기도,성남시,전체,75~79세,"20,418","2,413",11.82%
2016,경기도,성남시,전체,80~84세,"12,331","2,600",21.09%
2016,경기도,성남시,전체,85세이상,"8,881","3,420",38.51%
2016,경기도,성남시,전체,60세이상,"157,041","10,327",6.58%
2016,경기도,성남시,전체,65세이상,"105,862","10,014",9.46%
2016,경기도,수정구,전체,65~69세,"10,364",143,1.38%
2016,경기도,수정구,전체,70~74세,"7,885",303,3.84%
2016,경기도,수정구,전체,75~79세,"5,347",632,11.83%
2016,경기도,수정구,전체,80~84세,"2,862",604,21.11%
2016,경기도,수정구,전체,85세이상,"1,785",677,37.95%
2016,경기도,수정구,전체,60세이상,"42,248","2,444",5.79%
2016,경기도,수정구,전체,65세이상,"28,241","2,360",8.36%
2016,경기도,중원구,전체,65~69세,"10,222",143,1.40%
2016,경기도,중원구,전체,70~74세,"7,721",297,3.85%
2016,경기도,중원구,전체,75~79세,"5,258",623,11.84%
2016,경기도,중원구,전체,80~84세,"2,840",603,21.23%
2016,경기도,중원구,전체,85세이상,"1,947",734,37.68%
2016,경기도,중원구,전체,60세이상,"42,461","2,488",5.86%
2016,경기도,중원구,전체,65세이상,"27,987","2,400",8.57%
2016,경기도,분당구,전체,65~69세,"15,636",216,1.38%
2016,경기도,분당구,전체,70~74세,"12,406",478,3.85%
2016,경기도,분당구,전체,75~79세,"9,814","1,158",11.80%
2016,경기도,분당구,전체,80~84세,"6,630","1,393",21.01%
2016,경기도,분당구,전체,85세이상,"5,150","2,009",39.02%
2016,경기도,분당구,전체,60세이상,"72,332","5,394",7.46%
2016,경기도,분당구,전체,65세이상,"49,634","5,254",10.59%
2016,경기도,의정부시,전체,65~69세,"17,143",235,1.37%
2016,경기도,의정부시,전체,70~74세,"14,541",557,3.83%
2016,경기도,의정부시,전체,75~79세,"11,322","1,343",11.86%
2016,경기도,의정부시,전체,80~84세,"6,353","1,332",20.97%
2016,경기도,의정부시,전체,85세이상,"3,863","1,496",38.73%
2016,경기도,의정부시,전체,60세이상,"76,716","5,105",6.65%
2016,경기도,의정부시,전체,65세이상,"53,221","4,963",9.33%
2016,경기도,안양시,전체,65~69세,"20,650",290,1.40%
2016,경기도,안양시,전체,70~74세,"15,449",593,3.84%
2016,경기도,안양시,전체,75~79세,"11,588","1,382",11.93%
2016,경기도,안양시,전체,80~84세,"7,318","1,553",21.22%
2016,경기도,안양시,전체,85세이상,"4,826","1,855",38.44%
2016,경기도,안양시,전체,60세이상,"92,111","5,874",6.38%
2016,경기도,안양시,전체,65세이상,"59,831","5,672",9.48%
2016,경기도,만안구,전체,65~69세,"10,226",144,1.41%
2016,경기도,만안구,전체,70~74세,"7,817",301,3.85%
2016,경기도,만안구,전체,75~79세,"5,685",674,11.86%
2016,경기도,만안구,전체,80~84세,"3,337",704,21.11%
2016,경기도,만안구,전체,85세이상,"2,055",789,38.40%
2016,경기도,만안구,전체,60세이상,"44,332","2,707",6.11%
2016,경기도,만안구,전체,65세이상,"29,118","2,612",8.97%
2016,경기도,동안구,전체,65~69세,"10,424",146,1.40%
2016,경기도,동안구,전체,70~74세,"7,633",292,3.82%
2016,경기도,동안구,전체,75~79세,"5,904",708,12%
2016,경기도,동안구,전체,80~84세,"3,982",848,21.30%
2016,경기도,동안구,전체,85세이상,"2,771","1,066",38.46%
2016,경기도,동안구,전체,60세이상,"47,779","3,168",6.63%
2016,경기도,동안구,전체,65세이상,"30,713","3,060",9.96%
2016,경기도,부천시,전체,65~69세,"29,645",417,1.41%
2016,경기도,부천시,전체,70~74세,"21,003",808,3.85%
2016,경기도,부천시,전체,75~79세,"15,796","1,897",12.01%
2016,경기도,부천시,전체,80~84세,"9,971","2,122",21.28%
2016,경기도,부천시,전체,85세이상,"6,645","2,538",38.20%
2016,경기도,부천시,전체,60세이상,"130,273","8,077",6.20%
2016,경기도,부천시,전체,65세이상,"83,059","7,782",9.37%
2016,경기도,광명시,전체,65~69세,"12,446",173,1.39%
2016,경기도,광명시,전체,70~74세,"9,295",355,3.82%
2016,경기도,광명시,전체,75~79세,"6,832",815,11.93%
2016,경기도,광명시,전체,80~84세,"4,156",882,21.23%
2016,경기도,광명시,전체,85세이상,"2,600",993,38.19%
2016,경기도,광명시,전체,60세이상,"53,830","3,331",6.19%
2016,경기도,광명시,전체,65세이상,"35,327","3,219",9.11%
2016,경기도,평택시,전체,65~69세,"15,586",215,1.38%
2016,경기도,평택시,전체,70~74세,"13,315",508,3.82%
2016,경기도,평택시,전체,75~79세,"11,200","1,333",11.91%
2016,경기도,평택시,전체,80~84세,"6,692","1,408",21.04%
2016,경기도,평택시,전체,85세이상,"4,092","1,581",38.64%
2016,경기도,평택시,전체,60세이상,"72,370","5,178",7.16%
2016,경기도,평택시,전체,65세이상,"50,884","5,046",9.92%
2016,경기도,동두천시,전체,65~69세,"4,429",60,1.36%
2016,경기도,동두천시,전체,70~74세,"4,148",157,3.78%
2016,경기도,동두천시,전체,75~79세,"3,637",435,11.98%
2016,경기도,동두천시,전체,80~84세,"1,983",414,20.89%
2016,경기도,동두천시,전체,85세이상,"1,212",479,39.56%
2016,경기도,동두천시,전체,60세이상,"20,987","1,580",7.53%
2016,경기도,동두천시,전체,65세이상,"15,408","1,546",10.04%
2016,경기도,안산시,전체,65~69세,"18,082",254,1.40%
2016,경기도,안산시,전체,70~74세,"14,202",543,3.82%
2016,경기도,안산시,전체,75~79세,"11,481","1,381",12.03%
2016,경기도,안산시,전체,80~84세,"7,400","1,572",21.24%
2016,경기도,안산시,전체,85세이상,"4,658","1,780",38.22%
2016,경기도,안산시,전체,60세이상,"84,449","5,713",6.76%
2016,경기도,안산시,전체,65세이상,"55,821","5,529",9.90%
2016,경기도,상록구,전체,65~69세,"9,955",139,1.40%
2016,경기도,상록구,전체,70~74세,"8,243",314,3.81%
2016,경기도,상록구,전체,75~79세,"6,695",806,12.04%
2016,경기도,상록구,전체,80~84세,"4,273",906,21.20%
2016,경기도,상록구,전체,85세이상,"2,711","1,039",38.34%
2016,경기도,상록구,전체,60세이상,"47,142","3,301",7%
2016,경기도,상록구,전체,65세이상,"31,875","3,204",10.05%
2016,경기도,단원구,전체,65~69세,"8,127",115,1.41%
2016,경기도,단원구,전체,70~74세,"5,959",229,3.84%
2016,경기도,단원구,전체,75~79세,"4,786",575,12.01%
2016,경기도,단원구,전체,80~84세,"3,127",666,21.30%
2016,경기도,단원구,전체,85세이상,"1,947",741,38.05%
2016,경기도,단원구,전체,60세이상,"37,308","2,412",6.46%
2016,경기도,단원구,전체,65세이상,"23,946","2,325",9.71%
2016,경기도,고양시,전체,65~69세,"32,323",441,1.37%
2016,경기도,고양시,전체,70~74세,"28,840","1,095",3.80%
2016,경기도,고양시,전체,75~79세,"24,399","2,908",11.92%
2016,경기도,고양시,전체,80~84세,"15,334","3,218",20.99%
2016,경기도,고양시,전체,85세이상,"9,762","3,813",39.06%
2016,경기도,고양시,전체,60세이상,"157,583","11,770",7.47%
2016,경기도,고양시,전체,65세이상,"110,656","11,475",10.37%
2016,경기도,덕양구,전체,65~69세,"15,974",218,1.37%
2016,경기도,덕양구,전체,70~74세,"14,076",535,3.80%
2016,경기도,덕양구,전체,75~79세,"11,426","1,356",11.87%
2016,경기도,덕양구,전체,80~84세,"6,741","1,417",21.02%
2016,경기도,덕양구,전체,85세이상,"4,234","1,643",38.80%
2016,경기도,덕양구,전체,60세이상,"74,751","5,308",7.10%
2016,경기도,덕양구,전체,65세이상,"52,451","5,169",9.86%
2016,경기도,일산동구,전체,65~69세,"8,142",112,1.37%
2016,경기도,일산동구,전체,70~74세,"7,223",275,3.80%
2016,경기도,일산동구,전체,75~79세,"6,109",731,11.96%
2016,경기도,일산동구,전체,80~84세,"4,165",874,20.99%
2016,경기도,일산동구,전체,85세이상,"2,708","1,060",39.13%
2016,경기도,일산동구,전체,60세이상,"40,965","3,132",7.64%
2016,경기도,일산동구,전체,65세이상,"28,346","3,051",10.76%
2016,경기도,일산서구,전체,65~69세,"8,207",112,1.36%
2016,경기도,일산서구,전체,70~74세,"7,541",285,3.78%
2016,경기도,일산서구,전체,75~79세,"6,864",821,11.97%
2016,경기도,일산서구,전체,80~84세,"4,429",927,20.93%
2016,경기도,일산서구,전체,85세이상,"2,820","1,110",39.37%
2016,경기도,일산서구,전체,60세이상,"41,867","3,331",7.96%
2016,경기도,일산서구,전체,65세이상,"29,860","3,256",10.90%
2016,경기도,과천시,전체,65~69세,"2,296",31,1.37%
2016,경기도,과천시,전체,70~74세,"1,917",73,3.80%
2016,경기도,과천시,전체,75~79세,"1,503",179,11.94%
2016,경기도,과천시,전체,80~84세,"1,080",228,21.13%
2016,경기도,과천시,전체,85세이상,849,327,38.50%
2016,경기도,과천시,전체,60세이상,"11,039",860,7.79%
2016,경기도,과천시,전체,65세이상,"7,644",839,10.97%
2016,경기도,구리시,전체,65~69세,"6,583",91,1.39%
2016,경기도,구리시,전체,70~74세,"5,433",208,3.84%
2016,경기도,구리시,전체,75~79세,"3,967",470,11.84%
2016,경기도,구리시,전체,80~84세,"2,188",460,21.03%
2016,경기도,구리시,전체,85세이상,"1,414",542,38.33%
2016,경기도,구리시,전체,60세이상,"29,432","1,833",6.23%
2016,경기도,구리시,전체,65세이상,"19,585","1,771",9.04%
2016,경기도,남양주시,전체,65~69세,"24,687",342,1.38%
2016,경기도,남양주시,전체,70~74세,"20,223",779,3.85%
2016,경기도,남양주시,전체,75~79세,"14,807","1,747",11.80%
2016,경기도,남양주시,전체,80~84세,"8,382","1,758",20.98%
2016,경기도,남양주시,전체,85세이상,"5,338","2,067",38.72%
2016,경기도,남양주시,전체,60세이상,"107,725","6,899",6.40%
2016,경기도,남양주시,전체,65세이상,"73,436","6,692",9.11%
2016,경기도,오산시,전체,65~69세,"5,226",72,1.39%
2016,경기도,오산시,전체,70~74세,"4,251",162,3.80%
2016,경기도,오산시,전체,75~79세,"3,206",381,11.88%
2016,경기도,오산시,전체,80~84세,"1,808",379,20.98%
2016,경기도,오산시,전체,85세이상,"1,032",391,37.84%
2016,경기도,오산시,전체,60세이상,"23,184","1,432",6.18%
2016,경기도,오산시,전체,65세이상,"15,523","1,385",8.92%
2016,경기도,시흥시,전체,65~69세,"9,913",139,1.40%
2016,경기도,시흥시,전체,70~74세,"7,924",303,3.82%
2016,경기도,시흥시,전체,75~79세,"6,501",781,12.02%
2016,경기도,시흥시,전체,80~84세,"3,851",815,21.16%
2016,경기도,시흥시,전체,85세이상,"2,403",914,38.04%
2016,경기도,시흥시,전체,60세이상,"46,010","3,053",6.63%
2016,경기도,시흥시,전체,65세이상,"30,591","2,952",9.65%
2016,경기도,군포시,전체,65~69세,"8,805",123,1.40%
2016,경기도,군포시,전체,70~74세,"6,935",265,3.82%
2016,경기도,군포시,전체,75~79세,"5,642",675,11.97%
2016,경기도,군포시,전체,80~84세,"3,791",797,21.03%
2016,경기도,군포시,전체,85세이상,"2,519",983,39.03%
2016,경기도,군포시,전체,60세이상,"41,241","2,929",7.10%
2016,경기도,군포시,전체,65세이상,"27,691","2,844",10.27%
2016,경기도,의왕시,전체,65~69세,"5,466",77,1.40%
2016,경기도,의왕시,전체,70~74세,"4,095",158,3.85%
2016,경기도,의왕시,전체,75~79세,"3,229",383,11.88%
2016,경기도,의왕시,전체,80~84세,"2,127",451,21.20%
2016,경기도,의왕시,전체,85세이상,"1,502",579,38.55%
2016,경기도,의왕시,전체,60세이상,"25,103","1,702",6.78%
2016,경기도,의왕시,전체,65세이상,"16,417","1,647",10.03%
2016,경기도,하남시,전체,65~69세,"7,941",112,1.42%
2016,경기도,하남시,전체,70~74세,"5,497",214,3.90%
2016,경기도,하남시,전체,75~79세,"3,690",433,11.75%
2016,경기도,하남시,전체,80~84세,"2,163",459,21.23%
2016,경기도,하남시,전체,85세이상,"1,623",613,37.79%
2016,경기도,하남시,전체,60세이상,"32,748","1,906",5.82%
2016,경기도,하남시,전체,65세이상,"20,912","1,832",8.76%
2016,경기도,용인시,전체,65~69세,"34,966",477,1.36%
2016,경기도,용인시,전체,70~74세,"29,195","1,128",3.86%
2016,경기도,용인시,전체,75~79세,"21,150","2,466",11.66%
2016,경기도,용인시,전체,80~84세,"12,046","2,502",20.77%
2016,경기도,용인시,전체,85세이상,"8,290","3,230",38.97%
2016,경기도,용인시,전체,60세이상,"149,501","10,059",6.73%
2016,경기도,용인시,전체,65세이상,"105,646","9,802",9.28%
2016,경기도,처인구,전체,65~69세,"8,401",117,1.39%
